title,year,cast,genres
Man and Boy,1971,"['Bill Cosby', 'Leif Erickson', 'Henry Silva', 'Yaphet Kotto']",['Western']
Man in the Wilderness,1971,"['Richard Harris', 'John Huston', 'Henry Wilcoxon']",['Western']
The Marriage of a Young Stockbroker,1971,"['Richard Benjamin', 'Joanna Shimkus', 'Adam West']","['Drama', 'Comedy', 'Romance']"
McCabe & Mrs. Miller,1971,"['Warren Beatty', 'Julie Christie', 'William Devane', 'René Auberjonois', 'Keith Carradine']",['Western']
The Mephisto Waltz,1971,"['Alan Alda', 'Jacqueline Bisset', 'Barbara Parkins']",['Horror']
The Million Dollar Duck,1971,"['Dean Jones', 'Sandy Duncan', 'Tony Roberts', 'Edward Andrews']","['Family', 'Comedy']"
Minnie and Moskowitz,1971,"['John Cassavetes', 'Gena Rowlands', 'Seymour Cassel']","['Romance', 'Comedy', 'Drama']"
Mrs. Pollifax-Spy,1971,"['Rosalind Russell', 'Darren McGavin', 'Nehemiah Persoff']","['Mystery', 'Comedy']"
Murders in the Rue Morgue,1971,"['Jason Robards', 'Herbert Lom']","['Suspense', 'Horror']"
My Old Man's Place,1971,"['Arthur Kennedy', 'Mitchell Ryan', 'William Devane']","['Drama', 'War']"
Necromania,1971,"['Maria Arnold', 'Ed Wood']","['Erotic', 'Horror']"
A New Leaf,1971,"['Walter Matthau', 'Elaine May', 'James Coco', 'Jack Weston', 'Doris Roberts']",['Comedy']
The Night God Screamed,1971,"['Jeanne Crain', 'Alex Nicol', 'Daniel Spelling', 'Michael Sugich', 'Barbara Hancock', 'Dawn Cleary', 'Gary Morgan']","['Thriller', 'Horror']"
Night of Dark Shadows,1971,"['Kate Jackson', 'David Selby', 'Lara Parker']","['Mystery', 'Horror']"
Octaman,1971,"['Pier Angeli', 'Jeff Morrow']",[]
The Omega Man,1971,"['Charlton Heston', 'Rosalind Cash', 'Anthony Zerbe']",['Action']
One More Train to Rob,1971,"['George Peppard', 'Diana Muldaur', 'John Vernon']","['Western', 'Comedy']"
The Organization,1971,"['Sidney Poitier', 'Barbara McNair', 'Sheree North']","['Crime', 'Thriller']"
The Panic in Needle Park,1971,"['Al Pacino', 'Kitty Winn', 'Kiel Martin']",['Drama']
Pink Narcissus,1971,"['Don Brooks', 'Charles Ludlam']","['Fantasy', 'Drama']"
Play Misty for Me,1971,"['Clint Eastwood', 'Jessica Walter', 'Donna Mills']",['Thriller']
Plaza Suite,1971,"['Walter Matthau', 'Lee Grant', 'Maureen Stapleton', 'Barbara Harris']",['Comedy']
Pretty Maids All in a Row,1971,"['Rock Hudson', 'Angie Dickinson', 'Telly Savalas']","['Mystery', 'Comedy', 'Erotic']"
Private Duty Nurses,1971,"['Katherine Cannon', 'Robert F. Simon']",['Thriller']
Punishment Park,1971,['Scott Turner'],"['Satire', 'Documentary', 'Drama']"
The Pursuit of Happiness,1971,"['Michael Sarrazin', 'Barbara Hershey', 'Robert Klein']",['Drama']
Raid on Rommel,1971,"['Richard Burton', 'John Colicos', 'Wolfgang Preiss']",['War']
Red Sky at Morning,1971,"['Desi Arnaz, Jr.', 'Catherine Burns', 'Richard Crenna']",['Drama']
The Resurrection of Zachary Wheeler,1971,"['Angie Dickinson', 'Bradford Dillman', 'Leslie Nielsen']",['Science Fiction']
The Return of Count Yorga,1971,"['Robert Quarry', 'Mariette Hartley']",['Horror']
A Safe Place,1971,"['Jack Nicholson', 'Tuesday Weld', 'Orson Welles']",['Drama']
The Sandpit Generals,1971,"['Tisha Sterling', 'Dorival Caymmi', 'John Rubinstein']",['Drama']
Scandalous John,1971,"['Brian Keith', 'Alfonso Arau', 'Michele Carey']","['Comedy', 'Drama', 'Western']"
The Seven Minutes,1971,"['Edy Williams', 'Yvonne De Carlo', 'Tom Selleck']",['Drama']
Shaft,1971,"['Richard Roundtree', 'Moses Gunn']","['Crime', 'Action', 'Thriller']"
Shoot Out,1971,"['Gregory Peck', 'Pat Quinn', 'Susan Tyrrell']",['Western']
"Simon, King of the Witches",1971,"['Andrew Prine', 'George Paulsin', 'Brenda Scott']",['Horror']
The Ski Bum,1971,"['Zalman King', 'Charlotte Rampling', 'Dimitra Arliss']","['Drama', 'Sports']"
Skin Game,1971,"['James Garner', 'Louis Gossett Jr.', 'Susan Clark']","['Comedy', 'Western', 'Independent']"
Something Big,1971,"['Dean Martin', 'Brian Keith', 'Ben Johnson', 'Carol White', 'Honor Blackman']","['Western', 'Comedy']"
Sometimes a Great Notion,1971,"['Paul Newman', 'Henry Fonda', 'Lee Remick', 'Michael Sarrazin', 'Richard Jaeckel']","['Adventure', 'Drama']"
Soul to Soul,1971,"['Tina Turner', 'Ike Turner', 'Carlos Santana']",['Documentary']
Star Spangled Girl,1971,"['Sandy Duncan', 'Tony Roberts']","['Comedy', 'Romance']"
The Steagle,1971,"['Richard Benjamin', 'Chill Wills', 'Cloris Leachman']",['Comedy']
Straw Dogs,1971,"['Dustin Hoffman', 'Susan George', 'David Warner']",['Thriller']
Such Good Friends,1971,"['Dyan Cannon', 'James Coco', ""Jennifer O'Neill""]","['Comedy', 'Drama']"
Summer of '42,1971,"[""Jennifer O'Neill"", 'Gary Grimes', 'Jerry Houser']",['Drama']
Summertree,1971,"['Michael Douglas', 'Brenda Vaccaro', 'Barbara Bel Geddes']",['Drama']
Support Your Local Gunfighter!,1971,"['James Garner', 'Suzanne Pleshette', 'Harry Morgan']","['Comedy', 'Western']"
Sweet Sweetback's Baadasssss Song,1971,"['Melvin Van Peebles', 'John Amos']","['Crime', 'Drama']"
THX 1138,1971,"['Robert Duvall', 'Donald Pleasence', 'Ian Wolfe', 'Don Pedro Colley']",['Science Fiction']
T.R. Baskin,1971,"['Candice Bergen', 'Peter Boyle', 'James Caan']",['Drama']
Taking Off,1971,"['Lynn Carlin', 'Buck Henry', 'Georgia Engel']",['Comedy']
There's Always Vanilla,1971,['Raymond Laine'],"['Drama', 'Comedy', 'Romance']"
They Might Be Giants,1971,"['George C. Scott', 'Joanne Woodward']","['Mystery', 'Comedy']"
The Todd Killings,1971,"['Robert F. Lyons', 'Richard Thomas', 'Belinda Montgomery']",['Thriller']
The Touch,1971,"['Elliott Gould', 'Bibi Andersson', 'Max von Sydow']","['Drama', 'Romance']"
The Touch of Satan,1971,['Michael Berry'],"['Horror', 'Independent']"
A Town Called Bastard,1971,"['Robert Shaw', 'Stella Stevens', 'Telly Savalas']",['Western']
The Trojan Women,1971,"['Katharine Hepburn', 'Vanessa Redgrave', 'Geneviève Bujold', 'Irene Papas']",['Drama']
Two-Lane Blacktop,1971,"['Warren Oates', 'James Taylor', 'Dennis Wilson']",['Drama']
Valdez Is Coming,1971,"['Burt Lancaster', 'Susan Clark', 'Jon Cypher']",['Western']
Vanishing Point,1971,"['Barry Newman', 'Cleavon Little', 'Dean Jagger']",['Action']
The Velvet Vampire,1971,"['Celeste Yarnall', 'Michael Blodgett']",['Horror']
Villain,1971,"['Richard Burton', 'Ian McShane']",['Crime']
Von Richthofen and Brown,1971,"['John Phillip Law', 'Don Stroud', 'Corin Redgrave']",['War']
Wake in Fright,1971,"['Donald Pleasence', 'Gary Bond', 'Chips Rafferty']",['Thriller']
Welcome to the Club,1971,"['Jack Warden', ""Kevin O'Connor"", 'Al Mancini']",['Comedy']
Werewolves on Wheels,1971,"['Billy Gray', 'Stephen Oliver', 'Barry McGuire']","['Horror', 'Action']"
What's the Matter with Helen?,1971,"['Debbie Reynolds', 'Shelley Winters', 'Dennis Weaver']","['Thriller', 'Horror']"
Who Is Harry Kellerman and Why Is He Saying Those Terrible Things About Me?,1971,"['Dustin Hoffman', 'Jack Warden', 'Barbara Harris']",['Comedy']
Who Killed Mary What's 'Er Name?,1971,"['Red Buttons', 'Sam Waterston']",['Mystery']
Wild Rovers,1971,"['William Holden', ""Ryan O'Neal"", 'Karl Malden', 'Joe Don Baker', 'Tom Skerritt']","['Western', 'War']"
Willard,1971,"['Bruce Davison', 'Ernest Borgnine', 'Elsa Lanchester', 'Sondra Locke']",['Horror']
Willy Wonka & the Chocolate Factory,1971,"['Gene Wilder', 'Jack Albertson', 'Peter Ostrum']","['Musical', 'Fantasy']"
Women in Cages,1971,"['Pam Grier', 'Jennifer Gan', 'Roberta Collins']","['Action', 'Erotic']"
You've Got to Walk It Like You Talk It or You'll Lose That Beat,1971,"['Allen Garfield', 'Richard Pryor']","['Drama', 'Comedy']"
The Young Graduates,1971,"['Bruno Kirby', 'Dennis Christopher']",['Drama']
Zachariah,1971,"['John Rubinstein', 'Dick Van Patten', 'Don Johnson']",['Western']
The Zodiac Killer,1971,"['Hal Reed', 'Bob Jones', 'Ray Lynch', 'Tom Pittman']","['Crime', 'Drama', 'Slasher']"
1776,1972,"['William Daniels', 'Howard Da Silva', 'Donald Madden', 'Ken Howard', 'John Cullum', 'Ron Holgate', 'Blythe Danner']","['Musical', 'Drama']"
Across 110th Street,1972,"['Anthony Quinn', 'Yaphet Kotto', 'Tony Franciosa']","['Action', 'Crime']"
Another Nice Mess,1972,"['Rich Little', 'Herb Voland']",['Comedy']
Avanti!,1972,"['Jack Lemmon', 'Juliet Mills', 'Clive Revill']",['Comedy']
Bad Company,1972,"['Jeff Bridges', 'Barry Brown']",['Western']
Ben,1972,"['Meredith Baxter', 'Joseph Campanella']","['Horror', 'Drama', 'Thriller']"
Behind the Green Door,1972,"['Marilyn Chambers', 'Johnnie Keyes']",['Erotic']
Beware! The Blob,1972,"['Robert Walker Jr.', 'Dick Van Patten']","['Science Fiction', 'Comedy', 'Horror', 'Independent']"
The Big Bird Cage,1972,"['Pam Grier', 'Anitra Ford', 'Sid Haig']",[]
The Biscuit Eater,1972,"['Earl Holliman', 'Pat Crowley', 'Lew Ayres']",['Drama']
Black Girl,1972,"['Peggy Pettitt', 'Brock Peters', 'Ruby Dee']","['Drama', 'Family']"
Black Gunn,1972,"['Jim Brown', 'Martin Landau', 'Brenda Sykes']","['Thriller', 'Crime', 'Noir']"
Black Rage,1972,"['Ted Cassidy', 'Phyllis Robinson']",['Drama']
Blacula,1972,"['William Marshall', 'Vonetta McGee']",['Horror']
Blindman,1972,"['Tony Anthony', 'Ringo Starr', 'Lloyd Battista']",['Western']
Bluebeard,1972,"['Richard Burton', 'Raquel Welch', 'Joey Heatherton', 'Virna Lisi', 'Nathalie Delon']","['Thriller', 'Comedy', 'Drama', 'Mystery', 'War']"
Bone,1972,"['Yaphet Kotto', 'Andrew Duggan', 'Joyce Van Patten']","['Comedy', 'Crime']"
Boxcar Bertha,1972,"['Barbara Hershey', 'David Carradine', 'Barry Primus', 'John Carradine', 'Bernie Casey']","['Drama', 'Crime', 'Romance']"
The Bravos,1972,['George Peppard'],['Western']
Buck and the Preacher,1972,"['Sidney Poitier', 'Harry Belafonte', 'Ruby Dee']",['Western']
Butterflies Are Free,1972,"['Goldie Hawn', 'Edward Albert', 'Eileen Heckart', 'Paul Michael Glaser']","['Comedy', 'Drama']"
Cabaret,1972,"['Liza Minnelli', 'Joel Grey', 'Michael York']","['Musical', 'Drama', 'Historical']"
Cancel My Reservation,1972,"['Bob Hope', 'Eva Marie Saint', 'Ralph Bellamy']",['Comedy']
The Candidate,1972,"['Robert Redford', 'Melvyn Douglas', 'Peter Boyle']","['Drama', 'Comedy', 'Political']"
The Carey Treatment,1972,"['James Coburn', ""Jennifer O'Neill""]","['Mystery', 'Crime', 'Thriller', 'War']"
Chato's Land,1972,"['Charles Bronson', 'Jack Palance', 'James Whitmore', 'Richard Basehart', 'Ralph Waite', 'Simon Oakland']",['Western']
Children Shouldn't Play with Dead Things,1972,"['Alan Ormsby', 'Valerie Mamches']",['Horror']
Child's Play,1972,"['James Mason', 'Robert Preston', 'Beau Bridges']","['Mystery', 'Drama']"
Cisco Pike,1972,"['Kris Kristofferson', 'Gene Hackman', 'Karen Black', 'Harry Dean Stanton']",['Drama']
"Come Back, Charleston Blue",1972,"['Godfrey Cambridge', 'Raymond St. Jacques']",['Comedy']
Conquest of the Planet of the Apes,1972,"['Roddy McDowall', 'Don Murray', 'Ricardo Montalbán', 'Hari Rhodes']",['Science Fiction']
Cool Breeze,1972,"['Thalmus Rasulala', 'Judy Pace']","['Crime', 'Action']"
Corky,1972,"['Robert Blake', 'Charlotte Rampling', ""Patrick O'Neal"", 'Christopher Connelly']","['Action', 'Drama']"
The Cowboys,1972,"['John Wayne', 'Bruce Dern', 'Roscoe Lee Browne', 'Robert Carradine', 'A Martinez']",['Western']
"Cry for Me, Billy",1972,"['Cliff Potts', 'Harry Dean Stanton']","['Western', 'Drama']"
The Culpepper Cattle Co.,1972,"['Gary Grimes', 'Billy Green Bush', 'Luke Askew', 'Bo Hopkins']",['Western']
The Daughters of Joshua Cabe,1972,['Buddy Ebsen'],['Western']
Daughters of Satan,1972,"['Tom Selleck', 'Barra Grant']",['Horror']
Deadhead Miles,1972,"['Alan Arkin', 'Paul Benedict']",['Comedy']
Dealing,1972,"['Robert F. Lyons', 'Barbara Hershey', 'John Lithgow']","['Comedy', 'Thriller']"
Deep Throat,1972,"['Linda Lovelace', 'Harry Reems']",['Erotic']
Deliverance,1972,"['Jon Voight', 'Burt Reynolds', 'Ned Beatty', 'Ronny Cox']","['Drama', 'Thriller']"
Dirty Little Billy,1972,"['Michael J. Pollard', 'Richard Evans']",['Western']
The Doberman Gang,1972,"['Julie Parrish', 'Hal Reed']","['Action', 'Comedy', 'Crime']"
Dr. Phibes Rises Again,1972,"['Vincent Price', 'Peter Cushing', 'Robert Quarry', 'Beryl Reid', 'Fiona Lewis', 'Terry-Thomas']",['Horror']
"Duck, You Sucker!",1972,"['Rod Steiger', 'James Coburn']","['War', 'Western']"
Dynamite Chicken,1972,"['Richard Pryor', 'Al Goldstein']",['Comedy']
The Effect of Gamma Rays on Man-in-the-Moon Marigolds,1972,"['Joanne Woodward', 'Nell Potts']",['Drama']
Elvis on Tour,1972,['Elvis Presley'],"['Documentary', 'Teen', 'Performance']"
Endless Night,1972,"['Hayley Mills', 'Britt Eklund']","['Mystery', 'Horror']"
Every Little Crook and Nanny,1972,"['Victor Mature', 'Lynn Redgrave', 'Maggie Blye']",['Comedy']
Everything You Always Wanted to Know About Sex* (*But Were Afraid to Ask),1972,"['Woody Allen', 'Gene Wilder', 'Burt Reynolds', 'Tony Randall', 'Louise Lasser', 'Lynn Redgrave', 'Heather MacRae', 'Lou Jacobi', 'Regis Philbin']","['Comedy', 'Erotic']"
Fat City,1972,"['Jeff Bridges', 'Stacy Keach', 'Susan Tyrrell']","['Sports', 'Drama']"
Fillmore,1972,"['Santana', 'Grateful Dead', 'Jefferson Airplane']","['Documentary', 'Musical']"
The Final Comedown,1972,"['Billy Dee Williams', 'Celia Kaye']",['Drama']
Five Summer Stories,1972,['Eddie Aikau'],['Documentary']
Follow Me!,1972,"['Mia Farrow', 'Topol', 'Michael Jayston']","['Comedy', 'Drama']"
Four More Years,1972,"['Spiro Agnew', 'Walter Cronkite', 'Gerald Ford', 'Henry Kissinger', 'Richard Nixon', 'George McGovern']",['Documentary']
Fritz the Cat,1972,['Skip Hinnant'],"['Comedy', 'Animated', 'Independent', 'Erotic']"
Frogs,1972,"['Ray Milland', 'Sam Elliott', 'Joan Van Ark']",['Horror']
Fuzz,1972,"['Burt Reynolds', 'Raquel Welch', 'Yul Brynner', 'Jack Weston', 'Tom Skerritt']","['Action', 'Comedy']"
"Georgia, Georgia",1972,"['Dirk Benedict', 'Diana Sands', 'Stig Engström']",['Drama']
Get to Know Your Rabbit,1972,"['Tom Smothers', 'Katharine Ross', 'Orson Welles']",['Comedy']
The Getaway,1972,"['Steve McQueen', 'Ali MacGraw', 'Al Lettieri', 'Ben Johnson', 'Sally Struthers', 'Jack Dodson', 'Bo Hopkins', 'Dub Taylor', 'Slim Pickens']","['Crime', 'Drama', 'Thriller', 'Action']"
Gidget Gets Married,1972,"['Michael Burns', 'Monie Ellis']",['Comedy']
Glass Houses,1972,"['Bernard Barrow', ""Jennifer O'Neill"", 'Deirdre Lenihan']","['Drama', 'Romance']"
The Godfather,1972,"['Marlon Brando', 'Al Pacino', 'James Caan', 'Robert Duvall', 'John Cazale', 'Diane Keaton', 'Talia Shire', 'Abe Vigoda', 'Richard Castellano', 'Richard Conte', 'Sterling Hayden', 'Gianni Russo', 'Al Lettieri', 'John Marley', 'Alex Rocco', 'Richard Bright', 'Lenny Montana', 'Joe Spinell', 'Al Martino']","['Crime', 'Drama']"
Grave of the Vampire,1972,"['William Smith', 'Lyn Peters']",['Horror']
The Great Northfield Minnesota Raid,1972,"['Cliff Robertson', 'Robert Duvall']",['Western']
The Great Waltz,1972,"['Horst Buchholz', 'Mary Costa', 'Nigel Patrick']","['Historical', 'Musical', 'Biography']"
The Groundstar Conspiracy,1972,"['George Peppard', 'Michael Sarrazin', 'Christine Belford']","['Crime', 'Noir']"
Hammer,1972,"['Fred Williamson', 'Bernie Hamilton', 'Vonetta McGee']",['Action']
Hammersmith Is Out,1972,"['Richard Burton', 'Elizabeth Taylor', 'Peter Ustinov']","['Comedy', 'Drama']"
Hardcase,1972,['Clint Walker'],['Western']
The Heartbreak Kid,1972,"['Charles Grodin', 'Cybill Shepherd', 'Jeannie Berlin', 'Eddie Albert', 'Audra Lindley']","['Comedy', 'Romance']"
Heat,1972,"['Joe Dallesandro', 'Sylvia Miles']","['Drama', 'Comedy', 'War']"
Hickey & Boggs,1972,"['Bill Cosby', 'Robert Culp']","['Crime', 'Noir']"
Hit Man,1972,"['Bernie Casey', 'Pam Grier']",['Crime']
Home for the Holidays,1972,"['Jessica Walter', 'Sally Field', 'Eleanor Parker', 'Julie Harris', 'Walter Brennan']","['Horror', 'Slasher']"
The Honkers,1972,"['James Coburn', 'Lois Nettleton', 'Anne Archer']","['Comedy', 'Western']"
The Hot Box,1972,"['Carmen Argenziano', 'Andrea Cagan', 'Margaret Markov']",['Action']
The Hot Rock,1972,"['Robert Redford', 'George Segal', 'Zero Mostel']","['Crime', 'Comedy', 'Drama']"
Images,1972,"['Susannah York', 'René Auberjonois']","['Thriller', 'Horror']"
Irish Whiskey Rebellion,1972,"['William Devane', 'Anne Meara']","['Crime', 'Drama']"
J.W. Coop,1972,"['Cliff Robertson', 'Geraldine Page']",['Western']
Jeremiah Johnson,1972,"['Robert Redford', 'Will Geer']",['Western']
Joe Kidd,1972,"['Clint Eastwood', 'Robert Duvall', 'John Saxon']",['Western']
Journey Back to Oz,1972,"['Milton Berle', 'Herschel Bernardi', 'Margaret Hamilton']","['Animated', 'Adventure', 'Fantasy', 'Musical']"
Junior Bonner,1972,"['Steve McQueen', 'Robert Preston', 'Ida Lupino', 'Joe Don Baker', 'Barbara Leigh', 'Ben Johnson']",['Western']
Justin Morgan Had a Horse,1972,"['Don Murray', 'R.G. Armstrong']","['Family', 'Western', 'Historical']"
Kansas City Bomber,1972,"['Raquel Welch', 'Kevin McCarthy']","['Drama', 'Sports']"
The King of Marvin Gardens,1972,"['Jack Nicholson', 'Ellen Burstyn', 'Bruce Dern']",['Drama']
Lady Sings the Blues,1972,"['Diana Ross', 'Billy Dee Williams', 'Richard Pryor']","['Biography', 'Drama']"
The Last House on the Left,1972,"['Sandra Cassel', 'David A. Hess']",['Horror']
Last of the Red Hot Lovers,1972,"['Alan Arkin', 'Sally Kellerman', 'Paula Prentiss']",['Comedy']
Last Tango in Paris,1972,"['Marlon Brando', 'Maria Schneider', 'Maria Michi']","['Drama', 'Erotic']"
Left Hand of Gemini,1972,"['Ian McShane', 'Richard Egan']",['Science Fiction']
The Legend of Boggy Creek,1972,['William Stumpp'],"['Mystery', 'Drama', 'Horror']"
The Legend of Nigger Charley aka Legend of Black Charley,1972,"['Fred Williamson', ""D'Urville Martin""]",['Western']
The Life and Times of Judge Roy Bean,1972,"['Paul Newman', 'Anthony Perkins', 'Victoria Principal', 'Jacqueline Bisset', 'John Huston', 'Ava Gardner']","['Biography', 'Western', 'Comedy']"
Limbo,1972,"['Kathleen Nolan', 'Kate Jackson', 'Stuart Margolin']",['Drama']
The Limit,1972,"['Yaphet Kotto', 'Yaphet Kotto', 'Quinn K. Redeker', 'Virgil Frye']",['Crime']
Los Amigos,1972,"['Anthony Quinn', 'Franco Nero', 'Pamela Tiffin']",['Western']
The Magnificent Seven Ride!,1972,"['Lee Van Cleef', 'George Kennedy', 'Stefanie Powers']",['Western']
The Man,1972,"['James Earl Jones', 'Martin Balsam', 'Barbara Rush']","['Drama', 'Political']"
Man of La Mancha,1972,"[""Peter O'Toole"", 'Sophia Loren', 'James Coco']",['Musical']
The Mechanic,1972,"['Charles Bronson', 'Jan-Michael Vincent']","['Action', 'Thriller']"
Melinda,1972,"['Calvin Lockhart', 'Vonetta McGee']",['Drama']
Molly and Lawless John,1972,"['Vera Miles', 'Sam Elliott']",['Western']
Napoleon and Samantha,1972,"['Michael Douglas', 'Jodie Foster']","['Adventure', 'Drama']"
Necromancy,1972,"['Orson Welles', 'Lee Purcell', 'Pamela Franklin']","['Horror', 'Supernatural']"
The New Centurions,1972,"['George C. Scott', 'Stacy Keach']","['Noir', 'Action', 'Crime']"
Night Call Nurses,1972,"['Alana Stewart', 'Mittie Lawrence']","['Thriller', 'Comedy', 'Erotic']"
Night of Terror,1972,"['Donna Mills', 'Chuck Connors', 'Martin Balsam', 'Agnes Moorehead', 'Catherine Burns', 'David Spielberg', 'John Karlen']",['Thriller']
Night of the Lepus,1972,"['Stuart Whitman', 'Janet Leigh']","['Horror', 'Science Fiction']"
"No Drums, No Bugles",1972,"['Martin Sheen', 'Davey Davison']","['War', 'Drama']"
No Place to Run,1972,"['Herschel Bernardi', 'Stefanie Powers', 'Larry Hagman']",['Drama']
Northeast of Seoul,1972,"['Anita Ekberg', 'John Ireland', 'Victor Buono']","['Thriller', 'Action']"
"Now You See Him, Now You Don't",1972,"['Kurt Russell', 'Cesar Romero', 'Joe Flynn', 'Michael McGreevey', 'William Windom', 'Jim Backus', 'Ed Begley Jr.', 'Edward Andrews', 'Richard Bakalyan', 'Bing Russell']","['Science Fiction', 'Comedy']"
The Offence,1972,"['Sean Connery', 'Trevor Howard', 'Vivien Merchant']","['Drama', 'Crime', 'Noir']"
One Is a Lonely Number,1972,"['Trish Van Devere', 'Monte Markham', 'Janet Leigh']",['Drama']
The Other,1972,"['Uta Hagen', 'Diana Muldaur', 'John Ritter']","['Horror', 'Thriller']"
Painters Painting,1972,"['Andy Warhol', 'Willem de Kooning']",['Documentary']
Pancho Villa,1972,"['Telly Savalas', 'Clint Walker', 'Chuck Connors']",['Western']
Payday,1972,"['Rip Torn', 'Ahna Capri']",['Drama']
Pete 'n' Tillie,1972,"['Walter Matthau', 'Carol Burnett', 'Geraldine Page']","['Comedy', 'Drama']"
Pickup on 101,1972,"['Jack Albertson', 'Lesley Ann Warren', 'Martin Sheen']",['Drama']
Pink Flamingos,1972,['Divine'],['Comedy']
A Place Called Today,1972,"['Lana Wood', 'Cheri Caffaro']",['Drama']
"Play It Again, Sam",1972,"['Woody Allen', 'Diane Keaton', 'Tony Roberts', 'Susan Anspach']",['Comedy']
